bici_estacion_origen,bici_estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada
75,27,5529760,14:34:21,00:15:25,14:49:46
20,109,5097280,14:05:28,00:44:48,14:50:16
21,174,5605040,13:50:38,00:59:40,14:50:18
14,110,5430170,14:28:12,00:22:55,14:51:07
174,141,5072780,14:34:58,00:16:10,14:51:08
200,30,5751430,14:40:39,00:10:41,14:51:20
4,4,6044850,14:08:11,00:43:58,14:52:09
95,87,5955230,14:14:20,00:38:40,14:53:00
118,28,4300980,14:38:54,00:14:16,14:53:10
136,91,2796960,14:23:19,00:30:37,14:53:56
123,156,5605040,13:36:24,01:17:39,14:54:03
13,93,3126850,14:39:26,00:15:06,14:54:32
21,21,5605040,14:29:46,00:25:03,14:54:49
182,177,5735920,14:33:49,00:21:12,14:55:01
117,65,5158790,14:10:22,00:44:58,14:55:20
8,42,5783160,14:47:38,00:08:09,14:55:47
64,9,5925780,14:43:45,00:12:06,14:55:51
163,33,3892850,13:50:16,01:05:43,14:55:59
57,72,1895160,13:25:18,01:30:58,14:56:16
4,4,6044850,14:13:09,00:43:31,14:56:40
89,182,5735920,14:28:15,00:28:50,14:57:05
5,5,5780390,14:44:05,00:13:29,14:57:34
64,9,5925780,14:48:26,00:10:21,14:58:47
119,56,5313860,14:31:33,00:27:25,14:58:58
113,12,5313860,14:31:56,00:27:05,14:59:01
163,93,3126850,14:43:14,00:16:09,14:59:23
4,4,6044850,14:17:36,00:42:02,14:59:38
159,14,5503640,14:19:44,00:40:22,15:00:06
160,9,5825040,14:45:21,00:15:42,15:01:03
29,159,5637910,14:09:14,00:52:13,15:01:27
37,72,1895160,14:03:05,00:58:58,15:02:03
129,89,6065720,14:43:36,00:18:42,15:02:18
163,13,4300980,14:11:04,00:51:52,15:02:56
135,193,5656970,14:23:41,00:39:16,15:02:57
19,193,5664250,14:29:21,00:33:58,15:03:19
24,19,5731900,14:45:24,00:18:25,15:03:49
117,50,5170700,14:14:56,00:49:02,15:03:58
183,148,5731900,14:39:39,00:24:31,15:04:10
57,63,5494160,14:33:36,00:30:40,15:04:16
84,84,3122830,14:31:31,00:32:45,15:04:16
72,72,1895160,14:24:17,00:40:01,15:04:18
76,103,3892850,14:34:48,00:30:50,15:05:38
21,39,5605040,14:34:30,00:31:09,15:05:39
72,72,1895160,14:44:03,00:22:21,15:06:24
8,93,3126850,14:56:36,00:09:53,15:06:29
183,183,4300980,13:56:30,01:10:11,15:06:41
122,1,4883640,14:39:40,00:29:02,15:08:42
33,113,5313860,14:50:28,00:19:51,15:10:19
4,79,5076640,14:14:08,00:56:28,15:10:36
119,30,5751430,14:48:15,00:23:54,15:12:09
32,137,6070370,15:02:15,00:09:58,15:12:13
174,46,5170700,14:47:57,00:24:40,15:12:37
84,84,3122830,14:53:48,00:18:53,15:12:41
93,59,3126850,14:47:21,00:25:27,15:12:48
33,193,3892850,15:02:24,00:11:12,15:13:36
44,44,5494160,13:30:35,01:43:41,15:14:16
13,106,3126850,15:01:01,00:13:22,15:14:23
1,156,5440160,14:18:38,00:56:34,15:15:12
14,103,5735730,14:51:28,00:23:57,15:15:25
89,66,5440160,14:48:51,00:27:02,15:15:53
116,4,5664250,14:42:19,00:33:48,15:16:07
82,82,5114810,14:31:46,00:44:32,15:16:18
156,191,5509730,14:39:29,00:36:51,15:16:20
33,46,5170700,14:44:00,00:32:29,15:16:29
34,116,5664250,13:55:36,01:21:08,15:16:44
33,46,5170700,14:47:43,00:29:19,15:17:02
39,83,5605040,14:59:15,00:18:00,15:17:15
33,33,5170700,15:11:10,00:06:26,15:17:36
88,83,6394240,15:03:28,00:14:12,15:17:40
14,103,3892850,14:54:08,00:23:40,15:17:48
91,93,2796960,15:10:10,00:08:15,15:18:25
82,97,3892850,14:58:30,00:20:45,15:19:15
174,46,5170700,14:42:33,00:37:27,15:20:00
177,156,5735920,15:09:30,00:10:44,15:20:14
34,27,5385890,15:05:21,00:15:15,15:20:36
41,111,5605040,13:18:48,02:02:28,15:21:16
1,103,3892850,15:12:06,00:09:21,15:21:27
76,185,3892850,14:55:49,00:27:26,15:23:15
32,26,5731900,14:46:24,00:37:43,15:24:07
88,45,6394240,15:10:18,00:14:17,15:24:35
1,191,5509730,15:03:13,00:22:04,15:25:17
1,156,5664960,14:34:03,00:52:16,15:26:19
64,193,2069250,15:16:18,00:10:24,15:26:42
75,73,5845310,15:02:41,00:24:27,15:27:08
20,109,5097280,15:13:36,00:14:06,15:27:42
33,174,5170700,15:20:14,00:07:46,15:28:00
160,37,6112850,14:59:27,00:28:42,15:28:09
5,5,5780390,15:00:21,00:28:27,15:28:48
35,115,5313860,14:57:34,00:31:46,15:29:20
33,117,5170700,15:04:45,00:25:38,15:30:23
75,6,5158790,14:36:55,00:53:42,15:30:37
33,194,5965780,15:12:37,00:18:53,15:31:30
76,175,5955230,15:19:33,00:12:16,15:31:49
183,183,4300980,14:53:19,00:38:54,15:32:13
64,33,5751430,15:12:21,00:19:58,15:32:19
56,12,5313860,15:05:54,00:26:34,15:32:28
103,5,5735920,15:12:08,00:20:22,15:32:30
20,109,5097280,15:18:38,00:14:25,15:33:03
148,8,5731900,15:17:13,00:15:58,15:33:11
36,104,1895160,14:54:39,00:38:33,15:33:12
33,117,5170700,15:06:15,00:27:20,15:33:35
95,95,5955230,14:12:26,01:21:23,15:33:49
6,40,2796960,15:03:59,00:30:45,15:34:44
27,117,5170700,15:09:38,00:26:03,15:35:41
88,83,6394240,15:25:06,00:10:46,15:35:52
174,46,5170700,15:12:22,00:24:20,15:36:42
157,74,5882120,15:19:35,00:18:32,15:38:07
56,171,6163060,15:01:33,00:37:03,15:38:36
45,32,5495730,15:25:33,00:13:05,15:38:38
18,135,5731900,15:26:35,00:12:10,15:38:45
8,111,5666010,14:16:56,01:21:54,15:38:50
33,117,5170700,15:10:29,00:28:54,15:39:23
33,193,3892850,15:28:52,00:10:36,15:39:28
157,157,5882120,15:08:28,00:31:23,15:39:51
28,183,4300980,15:25:37,00:14:21,15:39:58
83,38,5605040,15:26:42,00:14:03,15:40:45
90,69,5585920,15:28:55,00:11:51,15:40:46
33,117,5170700,15:07:36,00:33:12,15:40:48
193,55,5664250,15:12:38,00:29:07,15:41:45
6,6,5666010,15:00:36,00:41:12,15:41:48
33,1,3892850,15:07:45,00:34:24,15:42:09
97,193,3892850,15:07:33,00:34:39,15:42:12
199,140,5605040,14:12:24,01:29:52,15:42:16
64,78,5551600,15:31:39,00:10:49,15:42:28
59,110,5430170,15:32:34,00:10:21,15:42:55
174,117,5170700,15:15:57,00:27:28,15:43:25
156,156,5664960,15:31:32,00:12:05,15:43:37
33,50,5751430,13:47:22,01:56:30,15:43:52
148,98,5731900,15:13:48,00:30:29,15:44:17
13,83,6394240,15:32:45,00:12:12,15:44:57
71,19,5731900,14:42:21,01:03:00,15:45:21
168,12,5731900,15:04:52,00:40:34,15:45:26
147,95,5731900,15:26:55,00:18:41,15:45:36
97,76,3892850,15:09:29,00:36:57,15:46:26
33,33,5751430,15:22:49,00:23:48,15:46:37
69,194,5965780,15:32:57,00:13:40,15:46:37
95,76,5955230,15:38:52,00:09:28,15:48:20
64,59,5925780,15:36:09,00:12:53,15:49:02
132,132,5351960,15:11:39,00:38:02,15:49:41
33,33,5751430,14:52:41,00:57:28,15:50:09
161,59,2701320,15:40:39,00:10:43,15:51:22
111,111,5520960,14:33:10,01:18:26,15:51:36
174,117,5170700,15:18:48,00:33:08,15:51:56
161,59,2701320,15:42:01,00:10:54,15:52:55
76,93,3126850,15:38:55,00:14:07,15:53:02
93,76,6042050,15:42:32,00:10:38,15:53:10
161,59,2701320,15:43:23,00:09:48,15:53:11
150,134,6200670,15:06:37,00:47:05,15:53:42
33,91,2796960,15:36:36,00:17:52,15:54:28
163,106,3126850,14:35:57,01:18:47,15:54:44
192,192,4989090,15:03:52,00:51:07,15:54:59
33,117,5170700,15:23:18,00:31:46,15:55:04
4,24,5509730,15:17:14,00:38:34,15:55:48
32,19,5731900,14:36:10,01:19:44,15:55:54
148,39,5666010,13:54:17,02:02:42,15:56:59
33,117,5170700,15:29:41,00:28:05,15:57:46
174,116,5664250,15:49:24,00:08:24,15:57:48
199,96,5882120,15:44:06,00:13:49,15:57:55
33,46,5170700,15:22:25,00:35:55,15:58:20
193,55,5664250,15:34:41,00:23:46,15:58:27
136,91,2796960,15:18:18,00:40:09,15:58:27
93,59,3126850,15:28:31,00:29:58,15:58:29
154,143,5126030,15:34:08,00:24:38,15:58:46
6,150,5666010,14:04:39,01:54:43,15:59:22
174,117,5170700,15:35:58,00:23:26,15:59:24
20,109,5097280,15:34:40,00:24:55,15:59:35
33,46,5170700,15:30:52,00:30:04,16:00:56
174,46,5170700,15:34:21,00:27:12,16:01:33
60,191,5509730,15:47:57,00:14:18,16:02:15
29,29,5626260,15:18:52,00:44:43,16:03:35
27,46,5170700,15:41:01,00:23:49,16:04:50
145,14,5825040,15:52:06,00:14:44,16:06:50
50,27,4595530,15:54:28,00:13:05,16:07:33
174,46,5170700,15:45:07,00:22:30,16:07:37
146,157,5882120,15:59:24,00:08:23,16:07:47
20,20,5097280,15:31:56,00:35:59,16:07:55
72,72,1895160,14:55:10,01:13:11,16:08:21
124,59,5751430,14:35:32,01:33:14,16:08:46
33,194,5965780,15:50:16,00:19:23,16:09:39
187,97,3892850,15:02:01,01:07:42,16:09:43
174,117,5170700,15:45:55,00:24:38,16:10:33
183,183,4300980,15:51:58,00:18:50,16:10:48
116,55,5664250,15:44:43,00:26:20,16:11:03
93,136,2796960,15:24:12,00:47:06,16:11:18
121,121,6032930,15:32:25,00:38:56,16:11:21
33,117,5170700,15:42:20,00:29:21,16:11:41
127,82,6155360,15:44:42,00:27:11,16:11:53
113,109,5097280,15:59:26,00:12:28,16:11:54
93,86,4987430,15:28:38,00:43:41,16:12:19
27,117,5170700,15:47:22,00:25:23,16:12:45
75,75,5845310,15:52:21,00:20:46,16:13:07
113,133,5097280,16:06:20,00:08:33,16:14:53
40,164,5845310,15:37:46,00:37:39,16:15:25
155,28,5605040,15:21:35,00:54:05,16:15:40
123,58,5338480,15:29:34,00:47:00,16:16:34
44,156,5520960,16:08:36,00:08:55,16:17:31
33,142,5965780,15:57:17,00:21:47,16:19:04
33,117,5170700,15:53:27,00:26:18,16:19:45
28,199,6313170,15:34:32,00:46:55,16:21:27
163,17,5187030,16:07:08,00:14:24,16:21:32
38,144,5313860,15:53:56,00:28:57,16:22:53
96,146,5882120,16:03:29,00:19:35,16:23:04
56,121,6032930,16:05:34,00:17:34,16:23:08
1,1,3892850,15:50:53,00:32:20,16:23:13
33,46,5170700,15:50:06,00:34:12,16:24:18
55,7,5731900,15:59:34,00:25:05,16:24:39
44,115,5313860,16:02:56,00:22:21,16:25:17
192,117,5170700,16:00:53,00:24:26,16:25:19
111,111,5605040,16:08:56,00:16:51,16:25:47
117,75,5783160,16:00:25,00:26:01,16:26:26
199,139,6170750,16:16:59,00:09:29,16:26:28
33,46,5170700,15:56:29,00:30:11,16:26:40
76,175,5955230,16:18:18,00:08:30,16:26:48
136,136,2796960,16:17:22,00:09:49,16:27:11
106,33,3126850,16:09:47,00:18:02,16:27:49
21,174,5605040,15:44:12,00:43:55,16:28:07
89,89,5440160,15:52:15,00:36:19,16:28:34
19,19,5731900,14:56:27,01:32:14,16:28:41
190,1,5440160,16:11:53,00:17:12,16:29:05
33,194,5965780,16:12:23,00:17:14,16:29:37
33,117,5170700,15:59:59,00:29:49,16:29:48
141,116,6248700,16:08:00,00:22:03,16:30:03
152,152,5076640,15:26:33,01:03:42,16:30:15
21,39,5605040,15:24:06,01:06:24,16:30:30
181,110,6127050,16:22:05,00:08:44,16:30:49
14,114,2872630,15:48:41,00:42:13,16:30:54
44,5,4550650,14:18:45,02:12:22,16:31:07
57,57,5731900,16:25:30,00:05:38,16:31:08
109,25,5097280,16:20:57,00:10:12,16:31:09
33,33,5751430,16:08:20,00:22:58,16:31:18
33,46,5170700,15:59:05,00:32:17,16:31:22
5,44,5494160,15:53:03,00:38:38,16:31:41
8,111,5783160,16:01:03,00:31:00,16:32:03
146,157,5882120,16:23:43,00:08:42,16:32:25
23,191,5509730,15:23:18,01:09:18,16:32:36
37,2,6112850,16:24:00,00:08:45,16:32:45
82,18,5836690,15:59:57,00:32:50,16:32:47
33,117,5170700,16:07:33,00:26:12,16:33:45
33,117,5170700,16:00:34,00:33:16,16:33:50
61,148,6180440,16:15:43,00:18:28,16:34:11
109,25,5641780,16:28:16,00:07:38,16:35:54
163,45,6394240,16:18:28,00:17:30,16:35:58
33,113,5313860,16:18:45,00:17:54,16:36:39
158,167,5945340,16:09:52,00:27:42,16:37:34
117,117,5664960,16:28:40,00:08:57,16:37:37
88,83,6394240,16:24:36,00:14:11,16:38:47
30,1,5777720,15:25:53,01:13:10,16:39:03
33,144,5751430,15:35:39,01:03:36,16:39:15
33,117,5170700,16:11:18,00:28:51,16:40:09
47,178,1895160,16:13:15,00:27:33,16:40:48
91,91,2796960,16:20:01,00:20:52,16:40:53
160,160,5735920,15:24:48,01:16:16,16:41:04
155,21,3430190,15:46:58,00:54:26,16:41:24
174,46,5170700,16:16:06,00:25:19,16:41:25
174,23,5965780,16:32:34,00:09:20,16:41:54
187,188,5572600,16:27:42,00:14:47,16:42:29
90,90,6248700,16:36:38,00:06:02,16:42:40
161,142,5187030,16:32:00,00:10:56,16:42:56
109,20,5097280,16:31:17,00:11:44,16:43:01
16,148,6180440,16:25:48,00:18:05,16:43:53
61,147,6180440,16:25:17,00:18:42,16:43:59
23,193,5664250,16:16:23,00:27:50,16:44:13
150,150,6112850,16:25:43,00:19:04,16:44:47
160,160,5338480,15:34:27,01:10:42,16:45:09
161,142,5187030,16:36:08,00:09:09,16:45:17
27,12,5925780,16:34:25,00:11:09,16:45:34
161,142,5187030,16:34:27,00:11:32,16:45:59
22,55,5664250,16:35:09,00:11:06,16:46:15
98,8,5731900,15:50:14,00:56:09,16:46:23
24,174,6248700,16:25:00,00:22:31,16:47:31
82,84,5965780,16:20:47,00:26:45,16:47:32
75,27,5529760,14:19:24,02:28:57,16:48:21
97,54,3892850,16:16:11,00:32:14,16:48:25
174,141,5072780,16:35:43,00:12:44,16:48:27
161,142,5187030,16:38:54,00:09:47,16:48:41
12,1,5313860,16:31:32,00:17:11,16:48:43
17,142,5187030,16:36:03,00:13:10,16:49:13
73,73,5666010,15:26:43,01:22:40,16:49:23
1,175,5664960,16:17:09,00:32:16,16:49:25
83,42,6215800,16:42:17,00:07:31,16:49:48
161,142,5187030,16:41:04,00:08:47,16:49:51
6,93,5666010,16:23:12,00:27:23,16:50:35
33,117,5170700,16:23:03,00:27:43,16:50:46
146,157,5882120,16:39:26,00:11:57,16:51:23
165,194,5965780,16:34:03,00:17:21,16:51:24
197,150,5965780,16:18:56,00:32:36,16:51:32
193,97,3892850,16:11:31,00:40:31,16:52:02
174,46,5170700,16:27:42,00:24:20,16:52:02
96,13,5572600,16:43:51,00:08:36,16:52:27
144,84,3122830,16:36:52,00:16:03,16:52:55
161,142,5187030,16:42:53,00:10:25,16:53:18
60,191,5509730,16:38:24,00:15:15,16:53:39
8,8,6248700,16:47:17,00:06:24,16:53:41
111,111,5605040,16:32:57,00:21:24,16:54:21
177,8,5126030,15:22:27,01:31:56,16:54:23
144,33,5751430,16:45:23,00:09:13,16:54:36
84,110,6127050,16:41:44,00:13:17,16:55:01
45,30,1622130,16:31:37,00:23:36,16:55:13
125,25,4883640,16:44:41,00:11:04,16:55:45
54,142,5187030,16:47:46,00:08:32,16:56:18
109,85,5097280,16:43:03,00:13:56,16:56:59
70,125,5097280,16:43:32,00:13:34,16:57:06
83,149,5925780,16:46:01,00:11:18,16:57:19
33,135,5751430,15:45:32,01:11:55,16:57:27
146,157,5882120,16:47:19,00:10:26,16:57:45
83,68,5126030,15:47:23,01:10:53,16:58:16
79,4,5076640,16:35:54,00:22:26,16:58:20
84,88,5529760,16:39:41,00:19:01,16:58:42
117,117,5664960,16:51:27,00:07:54,16:59:21
152,152,5845310,16:52:40,00:07:01,16:59:41
8,19,6042050,16:47:02,00:12:55,16:59:57
84,88,5529760,16:50:56,00:09:51,17:00:47
57,6,5637910,16:39:01,00:22:20,17:01:21
89,33,5751430,16:30:38,00:30:43,17:01:21
8,116,6248700,16:46:02,00:15:59,17:02:01
93,91,2796960,16:03:29,00:58:40,17:02:09
116,34,5664250,16:38:52,00:23:40,17:02:32
161,142,5187030,16:36:17,00:26:20,17:02:37
193,55,5664250,16:38:17,00:24:24,17:02:41
116,194,5965780,16:45:45,00:16:59,17:02:44
84,88,5529760,16:48:19,00:14:53,17:03:12
13,96,5572600,15:45:24,01:17:54,17:03:18
175,19,5731900,16:01:57,01:01:39,17:03:36
116,55,5664250,16:36:41,00:27:23,17:04:04
75,152,5845310,16:21:37,00:44:07,17:05:44
27,46,5170700,16:43:28,00:22:56,17:06:24
143,89,5440160,16:52:15,00:14:11,17:06:26
33,173,5170700,16:22:30,00:44:02,17:06:32
89,17,5440160,16:44:31,00:22:01,17:06:32
54,129,5641780,16:59:51,00:07:11,17:07:02
164,18,5071730,15:25:22,01:41:51,17:07:13
136,91,2796960,16:32:17,00:35:03,17:07:20
59,59,4595530,17:01:42,00:05:42,17:07:24
119,19,5810010,16:50:28,00:17:24,17:07:52
116,55,5664250,16:45:29,00:23:05,17:08:34
117,117,5664960,16:57:17,00:11:18,17:08:35
96,165,5338480,16:55:14,00:13:26,17:08:40
59,143,5440160,16:51:37,00:17:41,17:09:18
193,55,5664250,16:43:54,00:25:40,17:09:34
116,55,5664250,16:51:18,00:19:01,17:10:19
155,21,5605040,16:38:20,00:32:37,17:10:57
20,123,1675610,16:43:14,00:28:12,17:11:26
16,163,4841520,16:46:27,00:25:19,17:11:46
72,86,1895160,16:33:34,00:38:18,17:11:52
9,156,5664250,17:00:22,00:11:37,17:11:59
193,55,5664250,16:51:36,00:20:28,17:12:04
47,104,1895160,16:17:32,00:55:02,17:12:34
193,55,5664250,16:51:51,00:22:01,17:13:52
39,69,5509730,16:53:10,00:22:01,17:15:11
60,16,6163060,16:57:24,00:17:49,17:15:13
141,116,6248700,16:39:05,00:36:13,17:15:18
89,56,5440160,16:57:37,00:18:18,17:15:55
156,111,5520960,16:23:39,00:52:56,17:16:35
39,98,5876720,16:47:46,00:28:54,17:16:40
161,142,5187030,17:06:59,00:09:42,17:16:41
30,33,5751430,16:38:07,00:38:44,17:16:51
199,86,4987430,16:11:35,01:05:27,17:17:02
9,188,5440160,16:53:32,00:23:40,17:17:12
199,1,6313170,16:27:23,00:50:43,17:18:06
12,1,5313860,17:03:53,00:14:23,17:18:16
200,55,5664250,16:56:47,00:22:02,17:18:49
141,69,6248700,17:03:21,00:15:56,17:19:17
146,157,5882120,17:09:52,00:09:50,17:19:42
72,169,1895160,17:00:15,00:19:56,17:20:11
191,122,6112850,16:49:59,00:30:14,17:20:13
82,76,3892850,16:56:00,00:24:40,17:20:40
8,58,6042050,16:32:50,00:48:06,17:20:56
116,55,5664250,17:04:20,00:16:44,17:21:04
76,74,5126030,16:41:57,00:39:49,17:21:46
161,74,5187030,16:58:15,00:23:39,17:21:54
163,185,3892850,16:47:11,00:35:01,17:22:12
95,95,4550650,16:14:22,01:08:44,17:23:06
200,1,5005710,17:05:39,00:18:09,17:23:48
33,113,5313860,17:01:34,00:22:20,17:23:54
146,157,5882120,17:12:31,00:11:29,17:24:00
200,200,6248700,17:11:17,00:13:04,17:24:21
146,178,6434870,17:08:34,00:16:00,17:24:34
76,88,6394240,17:17:27,00:07:20,17:24:47
116,55,5664250,17:00:50,00:24:19,17:25:09
156,44,5440160,16:29:00,00:56:25,17:25:25
1,1,5585920,17:16:40,00:08:56,17:25:36
149,82,5965780,16:46:55,00:38:46,17:25:41
125,25,4883640,17:15:16,00:10:35,17:25:51
161,174,5965780,17:03:22,00:22:43,17:26:05
115,33,5313860,17:12:20,00:13:54,17:26:14
116,55,5664250,17:05:14,00:21:15,17:26:29
160,160,2872630,16:28:39,00:58:02,17:26:41
8,55,5126030,15:34:59,01:51:52,17:26:51
109,20,5097280,17:14:28,00:12:27,17:26:55
24,116,6248700,17:05:30,00:21:36,17:27:06
40,17,5187030,17:00:11,00:27:14,17:27:25
111,111,5520960,15:40:32,01:47:23,17:27:55
133,102,5097280,17:20:38,00:07:55,17:28:33
12,1,5313860,17:18:19,00:10:33,17:28:52
57,32,5923390,17:18:15,00:11:12,17:29:27
50,25,4883640,17:17:07,00:12:49,17:29:56
14,124,5158790,17:01:40,00:28:56,17:30:36
12,1,5313860,17:19:45,00:11:26,17:31:11
93,150,5817340,16:55:30,00:36:54,17:32:24
25,70,4883640,17:24:14,00:08:14,17:32:28
185,76,3892850,16:57:17,00:35:16,17:32:33
166,26,5664960,16:42:02,00:51:16,17:33:18
33,1,5313860,17:17:16,00:16:03,17:33:19
21,191,5509730,16:51:36,00:41:56,17:33:32
57,129,5641780,16:54:26,00:39:11,17:33:37
32,17,5187030,17:06:06,00:27:41,17:33:47
69,194,5965780,17:18:02,00:16:02,17:34:04
27,135,5529760,17:03:19,00:31:03,17:34:22
125,25,4883640,17:24:35,00:09:58,17:34:33
107,155,5605040,16:59:11,00:35:54,17:35:05
1,97,3892850,16:37:31,00:57:42,17:35:13
152,152,5076640,16:38:36,00:56:59,17:35:35
97,76,3892850,17:00:43,00:35:09,17:35:52
40,17,5187030,17:10:01,00:25:56,17:35:57
21,174,5605040,17:00:40,00:35:20,17:36:00
150,168,6200670,17:27:15,00:09:00,17:36:15
84,169,5529760,17:22:33,00:13:45,17:36:18
113,1,5313860,17:07:59,00:28:45,17:36:44
155,107,5605040,17:13:41,00:23:46,17:37:27
8,42,5783160,17:28:04,00:09:28,17:37:32
146,157,5882120,17:26:45,00:10:49,17:37:34
8,25,4883640,17:10:41,00:27:49,17:38:30
83,149,5925780,17:21:08,00:17:24,17:38:32
132,5,5735920,16:42:27,00:56:16,17:38:43
104,47,1895160,16:58:24,00:40:54,17:39:18
70,17,5187030,17:28:30,00:11:02,17:39:32
113,1,5313860,17:02:06,00:37:53,17:39:59
33,115,5313860,17:28:03,00:12:14,17:40:17
28,185,3892850,17:25:00,00:15:17,17:40:17
69,82,6040450,17:17:35,00:22:45,17:40:20
19,32,5842960,17:26:00,00:14:21,17:40:21
33,1,5313860,17:19:08,00:21:51,17:40:59
46,75,5158790,17:16:27,00:24:33,17:41:00
76,58,6042050,17:00:23,00:41:13,17:41:36
37,17,5187030,17:21:04,00:20:36,17:41:40
166,1,5313860,17:32:16,00:09:36,17:41:52
33,46,5170700,17:12:35,00:30:23,17:42:58
94,76,5955230,17:18:02,00:25:03,17:43:05
191,191,5509730,16:33:04,01:10:12,17:43:16
32,17,5187030,17:18:08,00:25:09,17:43:17
163,97,3892850,17:16:37,00:26:44,17:43:21
33,1,5313860,17:26:16,00:17:22,17:43:38
6,135,6234420,17:15:13,00:28:35,17:43:48
30,1,5313860,17:31:57,00:12:56,17:44:53
59,90,6471060,17:18:48,00:26:12,17:45:00
194,5,5351960,15:05:08,02:39:53,17:45:01
21,199,5605040,14:52:39,02:52:33,17:45:12
56,1,5313860,17:15:53,00:29:26,17:45:19
131,42,5783160,17:21:26,00:23:56,17:45:22
54,17,5187030,17:37:49,00:07:46,17:45:35
9,17,5440160,17:26:34,00:19:03,17:45:37
37,37,5187030,17:39:41,00:06:01,17:45:42
146,157,5882120,17:35:55,00:09:57,17:45:52
113,1,5313860,17:15:10,00:30:43,17:45:53
32,17,5187030,17:17:39,00:28:23,17:46:02
147,147,5731900,17:40:34,00:05:38,17:46:12
6,6,5666010,17:26:18,00:20:33,17:46:51
30,1,5313860,17:36:30,00:10:31,17:47:01
113,1,5313860,17:15:55,00:32:07,17:48:02
12,113,5313860,17:18:14,00:30:24,17:48:38
86,108,5882120,17:16:45,00:31:55,17:48:40
5,1,5313860,17:29:10,00:19:39,17:48:49
9,90,6471060,17:40:28,00:08:26,17:48:54
146,157,5882120,17:35:48,00:13:18,17:49:06
146,185,3892850,17:33:56,00:15:37,17:49:33
29,74,5882120,17:42:19,00:07:18,17:49:37
173,173,5120150,16:10:40,01:39:15,17:49:55
45,58,6042050,17:10:36,00:39:46,17:50:22
32,17,5187030,17:23:20,00:27:36,17:50:56
58,142,5731900,17:35:01,00:16:08,17:51:09
5,160,5192240,16:34:02,01:17:09,17:51:11
73,135,6234420,17:26:01,00:25:30,17:51:31
56,1,5313860,17:24:48,00:26:45,17:51:33
8,58,6042050,17:12:01,00:39:34,17:51:35
68,58,6042050,16:59:24,00:52:21,17:51:45
32,17,5187030,17:28:29,00:23:19,17:51:48
38,59,5810010,17:37:42,00:14:13,17:51:55
88,83,6394240,17:40:24,00:11:43,17:52:07
21,21,5605040,17:22:29,00:29:40,17:52:09
146,157,5882120,17:41:15,00:10:56,17:52:11
160,14,2872630,17:22:31,00:29:45,17:52:16
12,9,5313860,17:28:03,00:24:16,17:52:19
12,1,5313860,17:42:17,00:10:09,17:52:26
113,1,5313860,17:03:31,00:49:19,17:52:50
146,157,5882120,17:41:22,00:11:32,17:52:54
9,18,6248700,17:18:11,00:34:57,17:53:08
32,17,5187030,17:28:11,00:25:09,17:53:20
108,154,4595530,16:16:29,01:36:54,17:53:23
146,157,5882120,17:45:00,00:08:48,17:53:48
20,142,5965780,17:39:43,00:14:14,17:53:57
90,59,5585920,17:41:38,00:12:34,17:54:12
146,157,5882120,17:44:17,00:10:11,17:54:28
110,121,6032930,17:44:58,00:09:43,17:54:41
87,29,5572600,17:25:44,00:29:26,17:55:10
107,107,3073820,17:26:08,00:29:04,17:55:12
33,117,5170700,17:23:53,00:31:42,17:55:35
143,143,5114810,17:43:44,00:12:00,17:55:44
195,195,3073820,17:49:54,00:05:59,17:55:53
160,9,5825040,16:24:28,01:31:34,17:56:02
39,58,6042050,17:07:57,00:48:07,17:56:04
94,44,6313170,16:55:03,01:01:24,17:56:27
141,116,6248700,17:34:26,00:22:37,17:57:03
146,157,5882120,17:44:23,00:12:41,17:57:04
84,144,3122830,17:44:36,00:12:41,17:57:17
156,156,5294010,16:56:33,01:00:48,17:57:21
8,116,6248700,17:37:28,00:19:59,17:57:27
117,117,5664960,17:49:42,00:08:38,17:58:20
97,131,3892850,17:00:55,00:57:36,17:58:31
102,87,5955230,17:27:17,00:31:18,17:58:35
192,76,5955230,17:47:25,00:11:14,17:58:39
21,21,6211030,17:50:06,00:08:47,17:58:53
149,70,5925780,17:15:44,00:43:49,17:59:33
88,27,5529760,17:46:31,00:13:22,17:59:53
75,72,1895160,17:13:57,00:46:05,18:00:02
137,129,5641780,17:10:38,00:49:59,18:00:37
17,188,5440160,17:50:41,00:09:57,18:00:38
146,157,5882120,17:49:50,00:11:01,18:00:51
116,9,6248700,16:42:05,01:18:56,18:01:01
22,119,5810010,17:48:42,00:12:26,18:01:08
146,157,5882120,17:49:34,00:11:38,18:01:12
28,157,5882120,17:50:26,00:10:56,18:01:22
191,17,5187030,17:43:01,00:18:36,18:01:37
64,1,5656970,17:07:38,00:54:23,18:02:01
146,157,5882120,17:51:28,00:10:34,18:02:02
166,1,5313860,17:51:13,00:11:02,18:02:15
67,49,5882120,17:53:25,00:08:52,18:02:17
33,117,5170700,17:26:12,00:36:12,18:02:24
146,157,5882120,17:52:26,00:10:06,18:02:32
77,58,6042050,17:13:56,00:48:52,18:02:48
109,125,5097280,17:52:55,00:10:04,18:02:59
113,1,5313860,17:35:53,00:27:26,18:03:19
88,83,6394240,17:49:52,00:13:32,18:03:24
199,157,5882120,17:53:22,00:10:37,18:03:59
1,89,5440160,17:54:13,00:10:27,18:04:40
68,58,6042050,17:17:50,00:46:51,18:04:41
76,175,5955230,17:52:05,00:12:40,18:04:45
