estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
34,53,4571260,13:58:12,00:46:16,14:44:28,4881
33,33,6227110,13:53:06,00:51:40,14:44:46,7663
184,155,4973300,14:29:43,00:15:34,14:45:17,8618
175,175,5537860,14:39:31,00:06:15,14:45:46,2677
110,52,5745010,14:38:29,00:08:02,14:46:31,5434
151,72,5385110,14:28:21,00:18:10,14:46:31,6807
33,103,5710230,13:58:48,00:47:49,14:46:37,2120
19,34,4571260,14:29:23,00:17:44,14:47:07,3261
39,19,4306090,14:16:12,00:31:02,14:47:14,7955
72,72,5385110,13:45:34,01:01:50,14:47:24,4480
27,85,5011970,14:29:20,00:18:07,14:47:27,2885
35,72,5385110,14:28:20,00:19:24,14:47:44,5341
34,34,4571260,13:58:29,00:49:17,14:47:46,4316
98,32,5537860,13:41:39,01:06:18,14:47:57,8756
34,53,4571260,14:06:40,00:41:26,14:48:06,5385
115,70,5534270,14:10:12,00:38:57,14:49:09,5808
34,34,4571260,14:03:40,00:45:38,14:49:18,1219
187,96,4979870,14:24:55,00:26:07,14:51:02,3351
144,170,5534270,13:10:20,01:40:54,14:51:14,2817
187,66,4979870,14:28:37,00:23:00,14:51:37,1211
25,163,4926290,14:35:08,00:16:58,14:52:06,4887
66,17,4979870,14:40:59,00:11:12,14:52:11,8222
112,112,5537860,14:37:52,00:14:43,14:52:35,3261
180,124,4661990,14:31:20,00:22:14,14:53:34,7687
29,56,5901700,14:39:44,00:14:11,14:53:55,7196
64,174,5242600,14:39:26,00:14:57,14:54:23,6743
163,187,4979870,14:38:52,00:15:32,14:54:24,4091
61,53,4571260,13:57:33,00:57:01,14:54:34,6297
34,34,4571260,14:01:10,00:55:13,14:56:23,4289
70,31,5354890,14:39:59,00:17:04,14:57:03,2151
2,71,5470490,14:40:07,00:17:00,14:57:07,3581
43,66,4979870,14:46:06,00:12:56,14:59:02,1496
92,5,5876170,14:07:42,00:51:25,14:59:07,8340
55,112,5537860,14:46:39,00:12:56,14:59:35,3576
60,60,5537860,14:53:04,00:06:40,14:59:44,2727
112,132,5537860,13:53:14,01:06:42,14:59:56,4375
33,66,4979870,14:50:38,00:09:36,15:00:14,3081
93,174,5374960,14:35:53,00:24:24,15:00:17,7622
128,128,5385110,14:42:29,00:18:14,15:00:43,4668
125,66,5119190,14:42:03,00:18:55,15:00:58,6820
187,66,4979870,14:37:59,00:23:23,15:01:22,4022
144,12,2705610,14:40:29,00:21:02,15:01:31,8701
57,57,1555590,14:11:13,00:51:07,15:02:20,8696
66,187,4979870,14:37:27,00:25:11,15:02:38,1654
121,180,5479620,14:36:43,00:26:04,15:02:47,2296
39,165,5011970,14:40:30,00:22:35,15:03:05,7299
167,8,5818870,14:36:03,00:27:03,15:03:06,4018
19,33,6227110,14:48:31,00:15:02,15:03:33,5356
39,183,5204590,14:39:55,00:23:40,15:03:35,6686
90,166,6029990,14:50:47,00:12:55,15:03:42,7138
187,96,4979870,14:44:31,00:19:17,15:03:48,8699
167,8,5422850,14:43:02,00:21:01,15:04:03,1183
31,171,6176840,14:26:11,00:38:28,15:04:39,8479
47,47,6682510,14:59:25,00:05:41,15:05:06,4952
110,1,5745010,14:44:59,00:20:24,15:05:23,1458
170,103,5255420,13:43:21,01:22:11,15:05:32,8899
1,166,5745010,14:29:29,00:36:42,15:06:11,5045
112,112,5537860,14:57:48,00:09:54,15:07:42,7202
8,57,5581460,14:57:12,00:11:12,15:08:24,5445
25,13,4926290,14:51:03,00:17:41,15:08:44,7519
155,155,6152670,15:04:42,00:05:31,15:10:13,5375
53,34,4571260,12:16:09,02:54:49,15:10:58,4104
86,18,6401920,14:53:51,00:17:29,15:11:20,6765
16,112,5537860,14:24:35,00:46:54,15:11:29,4076
16,42,5537860,14:51:51,00:19:47,15:11:38,3381
80,86,5077210,14:51:12,00:20:36,15:11:48,3606
137,137,4205820,15:02:25,00:09:41,15:12:06,5715
5,44,6462750,14:27:49,00:44:38,15:12:27,4478
83,183,5614190,15:04:04,00:08:27,15:12:31,4287
113,74,6286710,14:49:37,00:23:10,15:12:47,5750
192,144,5745010,14:37:48,00:35:26,15:13:14,2565
143,144,4979870,15:05:03,00:08:36,15:13:39,2468
70,74,5354890,14:51:21,00:22:41,15:14:02,3871
167,66,4979870,14:55:44,00:18:31,15:14:15,4373
1,136,5745010,14:20:53,00:53:22,15:14:15,2553
118,79,5350780,14:34:52,00:39:35,15:14:27,5968
62,34,4571260,14:25:45,00:48:51,15:14:36,2573
170,115,5255420,15:01:49,00:14:04,15:15:53,5781
170,170,4979870,15:10:22,00:05:39,15:16:01,1119
14,5,4349060,14:56:54,00:19:18,15:16:12,7875
100,5,4661990,15:05:38,00:10:47,15:16:25,2151
98,112,5537860,14:07:19,01:09:36,15:16:55,4153
125,125,5119190,14:56:16,00:20:46,15:17:02,2810
14,160,5204590,13:25:28,01:51:40,15:17:08,3045
69,66,4979870,15:09:24,00:08:25,15:17:49,7332
34,53,4571260,14:33:02,00:44:50,15:17:52,1200
53,32,4571260,14:41:46,00:36:50,15:18:36,6473
71,75,5350780,14:35:49,00:43:08,15:18:57,3670
160,89,5993630,15:09:11,00:10:01,15:19:12,8303
29,100,5577370,14:59:23,00:20:12,15:19:35,5212
34,11,6462750,13:31:27,01:48:13,15:19:40,1412
96,144,2705610,15:12:54,00:07:07,15:20:01,3904
197,124,4661990,15:02:34,00:18:40,15:21:14,6371
17,28,6691350,15:03:39,00:17:54,15:21:33,6354
81,79,1555590,14:22:05,00:59:41,15:21:46,8918
166,144,2705610,15:07:57,00:14:27,15:22:24,5453
82,11,5577370,14:49:22,00:33:07,15:22:29,2198
33,56,6227110,15:05:48,00:16:53,15:22:41,6262
10,4,4205820,14:59:34,00:23:13,15:22:47,5486
189,72,5385110,15:00:47,00:22:27,15:23:14,5498
170,144,5255420,15:11:30,00:12:23,15:23:53,1135
17,187,4979870,15:10:36,00:13:36,15:24:12,8304
93,106,5932870,15:15:50,00:08:31,15:24:21,2242
111,44,5293530,14:20:10,01:04:14,15:24:24,7961
25,125,5119190,15:16:45,00:07:54,15:24:39,7936
8,167,5943510,15:05:02,00:19:50,15:24:52,7081
71,112,5537860,15:17:27,00:07:43,15:25:10,3621
155,21,6245970,15:10:00,00:16:26,15:26:26,5008
136,29,5901700,15:19:32,00:07:00,15:26:32,4057
178,124,4661990,15:01:03,00:25:46,15:26:49,4325
112,112,5537860,14:24:00,01:02:52,15:26:52,8004
1,131,5145690,15:17:50,00:09:03,15:26:53,3523
45,88,6152670,15:06:11,00:20:46,15:26:57,8247
66,96,4979870,15:19:52,00:07:15,15:27:07,8433
178,120,5077210,15:15:15,00:12:45,15:28:00,1763
180,124,4661990,15:09:21,00:18:40,15:28:01,4925
178,124,4661990,15:06:04,00:22:16,15:28:20,5165
180,124,4661990,15:04:30,00:23:59,15:28:29,7839
178,124,4661990,15:04:11,00:24:22,15:28:33,7416
110,66,4979870,15:11:08,00:17:42,15:28:50,8980
34,34,4571260,15:01:46,00:27:04,15:28:50,4617
33,33,5601200,14:57:38,00:31:15,15:28:53,1835
187,17,4979870,15:14:16,00:14:52,15:29:08,1992
69,65,5823020,15:06:20,00:23:15,15:29:35,7840
69,90,2990120,15:21:37,00:07:59,15:29:36,2167
55,112,5537860,15:13:34,00:16:11,15:29:45,4915
95,2,5735990,15:20:06,00:09:47,15:29:53,2127
193,14,4975210,15:12:20,00:17:36,15:29:56,3040
103,160,5710230,14:53:52,00:36:41,15:30:33,1305
178,5,4661990,15:01:36,00:29:04,15:30:40,5356
180,124,4661990,15:13:15,00:17:49,15:31:04,4434
24,112,5537860,14:44:14,00:46:58,15:31:12,1672
171,31,6176840,14:35:34,00:55:55,15:31:29,7023
33,33,6227110,15:17:24,00:14:19,15:31:43,6759
143,9,5745010,15:15:57,00:16:15,15:32:12,6213
178,44,4661990,14:56:43,00:35:43,15:32:26,8855
154,33,6029990,15:14:08,00:18:24,15:32:32,3203
155,13,6245970,15:05:45,00:27:02,15:32:47,5300
178,124,4661990,15:12:03,00:20:55,15:32:58,3734
180,124,4661990,15:13:34,00:19:33,15:33:07,7355
178,124,4661990,15:10:55,00:22:34,15:33:29,1201
178,124,4661990,15:00:00,00:33:36,15:33:36,8552
62,53,4571260,15:14:46,00:19:08,15:33:54,5300
137,57,4205820,15:17:20,00:16:34,15:33:54,6054
180,124,4661990,15:14:33,00:19:44,15:34:17,1889
178,124,4661990,15:09:41,00:24:47,15:34:28,7632
180,124,4661990,15:17:01,00:17:32,15:34:33,7761
178,124,4661990,15:09:31,00:25:29,15:35:00,3409
57,72,5385110,14:19:31,01:15:41,15:35:12,5856
26,53,4571260,15:11:55,00:24:33,15:36:28,5931
178,120,5077210,15:22:51,00:13:39,15:36:30,2270
150,73,5974280,15:18:58,00:17:41,15:36:39,6179
178,124,4661990,15:14:28,00:22:11,15:36:39,3745
9,44,5211030,14:40:55,00:55:46,15:36:41,6174
180,124,4661990,15:15:13,00:21:42,15:36:55,7578
199,124,4661990,15:03:03,00:33:52,15:36:55,1980
119,39,5145690,15:11:43,00:25:35,15:37:18,2010
165,1,5745010,15:20:26,00:16:55,15:37:21,5754
180,124,4661990,15:16:30,00:21:46,15:38:16,3465
180,124,4661990,15:15:50,00:22:37,15:38:27,5747
140,163,6245970,15:11:23,00:27:04,15:38:27,2200
178,124,4661990,15:13:06,00:25:26,15:38:32,4590
1,156,4661990,15:15:46,00:23:40,15:39:26,4907
98,47,5537860,15:29:13,00:11:05,15:40:18,2295
6,126,5518610,14:53:01,00:47:28,15:40:29,7196
52,154,4306090,15:32:02,00:08:35,15:40:37,2267
181,143,4306090,15:28:31,00:12:27,15:40:58,5919
95,182,6545030,14:45:45,00:55:30,15:41:15,4957
8,187,5943510,14:57:15,00:44:29,15:41:44,2097
156,25,4926290,15:31:29,00:10:27,15:41:56,3152
187,66,4979870,15:20:47,00:21:12,15:41:59,5072
78,118,6152670,15:03:23,00:38:44,15:42:07,5052
152,6,5974280,15:26:10,00:15:59,15:42:09,8564
158,124,4661990,15:17:55,00:24:36,15:42:31,7078
180,124,4661990,15:25:27,00:17:22,15:42:49,3329
83,52,4306090,15:27:20,00:15:41,15:43:01,5373
197,124,4661990,15:26:40,00:16:30,15:43:10,4221
171,75,5350780,15:30:37,00:14:04,15:44:41,2714
178,124,4661990,15:20:47,00:24:01,15:44:48,4593
178,124,4661990,15:20:49,00:24:03,15:44:52,1728
132,26,5537860,15:34:15,00:10:39,15:44:54,6886
178,124,4661990,15:20:16,00:24:44,15:45:00,1979
178,124,4661990,14:33:59,01:11:25,15:45:24,5748
129,17,4306090,15:27:51,00:17:34,15:45:25,1253
173,8,5422850,15:30:33,00:15:26,15:45:59,4068
66,174,4979870,15:27:43,00:18:45,15:46:28,3665
106,88,5350780,15:37:42,00:08:52,15:46:34,1703
178,124,4661990,15:21:05,00:25:56,15:47:01,1825
166,166,5597870,15:32:33,00:14:33,15:47:06,1716
180,124,4661990,15:28:50,00:18:55,15:47:45,6970
16,71,5537860,15:22:53,00:25:24,15:48:17,6073
112,112,5537860,14:56:48,00:51:41,15:48:29,8460
180,194,4661990,15:18:41,00:30:11,15:48:52,4251
132,112,5537860,14:26:35,01:22:52,15:49:27,6071
100,82,5577370,15:38:03,00:11:33,15:49:36,3975
125,125,5119190,15:33:29,00:16:24,15:49:53,8811
167,139,5479620,15:31:30,00:18:24,15:49:54,6206
154,33,4687130,15:38:24,00:11:45,15:50:09,1227
84,106,5932870,15:38:36,00:11:36,15:50:12,2184
34,53,4571260,14:58:10,00:52:02,15:50:12,1783
182,14,6176840,15:40:08,00:10:17,15:50:25,1835
178,124,4661990,15:30:14,00:20:15,15:50:29,5341
152,6,5974280,15:33:37,00:17:48,15:51:25,6978
178,124,4661990,15:29:37,00:21:56,15:51:33,4486
180,124,4661990,15:31:24,00:20:33,15:51:57,5714
117,34,4571260,15:23:20,00:28:57,15:52:17,4994
112,132,5537860,15:15:48,00:36:54,15:52:42,1465
35,53,4571260,15:08:16,00:44:27,15:52:43,3969
131,1,5145690,15:44:23,00:08:58,15:53:21,4179
66,187,4979870,14:42:21,01:11:06,15:53:27,6239
14,9,5211030,15:29:36,00:24:03,15:53:39,2454
177,9,5211030,14:03:45,01:50:05,15:53:50,8626
21,13,6245970,15:25:07,00:28:44,15:53:51,2991
115,131,5145690,15:44:28,00:10:38,15:55:06,6980
22,33,6227110,15:40:39,00:14:28,15:55:07,3360
30,64,6553830,15:48:27,00:07:21,15:55:48,4699
173,8,5422850,15:42:38,00:14:11,15:56:49,1422
144,36,2705610,15:24:27,00:33:15,15:57:42,8268
184,155,4973300,15:41:40,00:16:03,15:57:43,7295
33,33,5601200,15:10:17,00:47:31,15:57:48,2287
110,110,4979870,15:09:23,00:48:41,15:58:04,5161
178,124,4661990,14:59:09,00:59:37,15:58:46,7545
21,13,6245970,15:33:41,00:25:27,15:59:08,1350
11,45,5577370,15:28:42,00:31:24,16:00:06,2727
112,112,5537860,15:27:12,00:33:02,16:00:14,4416
173,8,5422850,15:44:32,00:16:16,16:00:48,4444
28,93,6401920,15:29:39,00:31:48,16:01:27,5419
187,83,4979870,15:35:35,00:26:27,16:02:02,6811
173,8,5422850,15:46:47,00:15:19,16:02:06,4886
197,124,4661990,14:50:58,01:11:25,16:02:23,4429
173,8,5422850,15:44:49,00:17:45,16:02:34,8533
180,124,4661990,15:37:12,00:25:28,16:02:40,2762
85,5,3395300,14:32:25,01:30:23,16:02:48,2111
26,16,5354890,15:40:55,00:22:24,16:03:19,4270
44,121,6462750,15:24:24,00:38:58,16:03:22,5268
187,157,1637440,15:54:17,00:09:33,16:03:50,8172
24,112,5537860,15:27:50,00:36:01,16:03:51,6210
66,187,4979870,15:35:19,00:28:35,16:03:54,6608
66,187,4979870,15:38:31,00:25:54,16:04:25,7511
68,63,6035300,15:10:40,00:53:46,16:04:26,3904
173,8,5422850,15:44:37,00:20:41,16:05:18,1991
180,124,4661990,15:43:21,00:21:57,16:05:18,4221
173,8,5422850,15:44:40,00:21:06,16:05:46,5067
143,120,6029990,15:51:32,00:15:13,16:06:45,8428
116,38,5127680,15:41:50,00:24:58,16:06:48,2234
111,200,5127680,15:33:00,00:33:50,16:06:50,4141
34,147,6462750,15:20:39,00:47:15,16:07:54,5495
106,37,5710230,15:50:12,00:18:22,16:08:34,4918
53,53,4571260,15:36:24,00:32:27,16:08:51,3132
178,129,4661990,15:51:43,00:17:20,16:09:03,4123
132,71,5537860,16:00:12,00:09:13,16:09:25,3075
146,167,5597870,15:44:02,00:25:27,16:09:29,7065
170,33,4687130,15:43:34,00:26:01,16:09:35,5620
105,184,4973300,15:54:09,00:15:38,16:09:47,6183
112,71,5537860,15:18:24,00:51:53,16:10:17,3862
19,36,2705610,15:56:16,00:14:07,16:10:23,6828
25,125,5119190,16:00:45,00:10:11,16:10:56,2548
79,88,5597870,15:35:45,00:36:04,16:11:49,2247
178,86,5077210,15:53:38,00:18:15,16:11:53,3778
90,44,6029990,14:50:33,01:21:38,16:12:11,5911
93,28,5622220,15:56:44,00:15:33,16:12:17,6253
173,8,5422850,15:53:52,00:19:58,16:13:50,2469
21,21,6152670,15:36:02,00:38:27,16:14:29,8269
167,64,5597870,15:33:32,00:41:51,16:15:23,1323
131,106,6152670,15:25:30,00:49:58,16:15:28,1258
72,147,5385110,16:06:22,00:09:25,16:15:47,8626
181,163,4306090,15:59:27,00:16:36,16:16:03,8222
82,82,5577370,15:12:13,01:04:12,16:16:25,7171
148,106,5932870,16:01:50,00:14:36,16:16:26,2403
175,112,5537860,16:06:40,00:09:54,16:16:34,1563
117,8,5422850,16:01:38,00:16:25,16:18:03,1305
5,2,4349060,15:45:00,00:33:03,16:18:03,6401
29,82,5577370,15:16:44,01:01:45,16:18:29,6217
173,8,5422850,15:59:03,00:19:30,16:18:33,4957
131,1,5145690,16:11:09,00:07:58,16:19:07,1367
96,170,5255420,16:12:15,00:07:38,16:19:53,5892
166,166,5228950,15:53:26,00:26:48,16:20:14,8663
16,73,6037820,16:06:59,00:14:16,16:21:15,4374
160,65,5993630,16:11:46,00:09:48,16:21:34,8126
29,66,4979870,16:03:16,00:18:29,16:21:45,6009
141,174,5614190,16:13:58,00:07:55,16:21:53,6564
5,44,4205820,15:55:04,00:26:59,16:22:03,4644
96,66,4979870,16:13:50,00:08:57,16:22:47,3498
31,31,6176840,15:37:01,00:45:54,16:22:55,2389
16,112,5537860,15:27:47,00:55:09,16:22:56,1980
66,187,4979870,15:59:18,00:25:16,16:24:34,2835
53,53,6462750,16:13:22,00:11:50,16:25:12,4505
160,44,5993630,16:01:43,00:25:08,16:26:51,2031
53,33,6227110,16:06:49,00:20:23,16:27:12,4930
183,174,5614190,16:17:15,00:10:03,16:27:18,7666
33,66,4979870,16:14:24,00:13:30,16:27:54,4542
66,187,4979870,16:01:44,00:26:14,16:27:58,5539
32,68,6682510,16:11:32,00:16:38,16:28:10,8713
66,143,4979870,16:19:57,00:09:10,16:29:07,4833
187,87,4979870,15:53:11,00:36:03,16:29:14,4343
93,172,5523410,16:02:00,00:27:37,16:29:37,3180
93,144,5876170,16:07:08,00:23:04,16:30:12,7434
185,185,5479620,15:57:48,00:32:43,16:30:31,1051
125,190,5119190,16:19:02,00:12:29,16:31:31,4674
74,56,5901700,15:57:35,00:34:01,16:31:36,6913
78,23,5174370,16:21:53,00:09:48,16:31:41,1767
163,163,5581460,16:25:51,00:06:17,16:32:08,2451
13,25,4926290,16:13:17,00:19:17,16:32:34,4915
185,49,5479620,15:28:35,01:04:57,16:33:32,5274
8,8,5054910,16:25:11,00:08:34,16:33:45,8574
190,125,5119190,16:24:45,00:09:40,16:34:25,6326
28,93,5622220,16:18:18,00:16:37,16:34:55,2073
33,175,6462750,16:10:42,00:24:16,16:34:58,7128
79,134,5597870,15:55:13,00:40:08,16:35:21,6285
163,8,5581460,16:21:22,00:14:02,16:35:24,2267
87,17,4306090,16:16:53,00:19:32,16:36:25,5359
163,149,5581460,16:20:59,00:16:01,16:37:00,5539
9,9,5632370,16:06:09,00:30:58,16:37:07,2488
144,41,5745010,16:08:41,00:28:47,16:37:28,5618
96,66,4979870,16:30:24,00:08:53,16:39:17,1455
115,14,5145690,16:12:01,00:27:21,16:39:22,7006
190,9,5632370,16:09:38,00:29:45,16:39:23,2636
187,66,4979870,16:00:59,00:38:42,16:39:41,7326
113,160,6176840,15:48:14,00:53:20,16:41:34,7487
56,56,5228950,16:33:11,00:08:35,16:41:46,1419
187,96,4979870,16:12:01,00:29:51,16:41:52,6199
195,157,5054910,16:12:08,00:29:44,16:41:52,2570
160,65,5993630,16:31:04,00:10:50,16:41:54,7452
28,118,5077210,16:28:31,00:13:38,16:42:09,7741
168,106,5932870,16:28:26,00:14:12,16:42:38,4160
148,171,5698270,16:05:36,00:37:17,16:42:53,2665
197,42,5597870,16:15:26,00:27:30,16:42:56,1698
74,133,3519960,16:07:29,00:36:02,16:43:31,7657
119,110,5745010,16:26:53,00:16:43,16:43:36,3296
96,66,4979870,16:37:02,00:07:06,16:44:08,5825
96,36,2705610,16:11:31,00:33:07,16:44:38,6160
14,14,6176840,15:58:13,00:46:41,16:44:54,8317
161,82,5901700,16:14:45,00:30:21,16:45:06,8296
13,75,5581460,16:37:51,00:08:19,16:46:10,7439
49,185,5479620,16:12:35,00:34:03,16:46:38,8179
121,83,6462750,16:19:48,00:27:06,16:46:54,3875
9,9,5632370,16:08:47,00:38:16,16:47:03,8671
38,78,6152670,16:38:23,00:08:40,16:47:03,6743
5,5,6259900,16:20:29,00:26:56,16:47:25,3079
9,9,5632370,16:06:57,00:40:35,16:47:32,7836
13,36,2705610,16:15:52,00:32:14,16:48:06,2675
78,118,6152670,16:12:03,00:36:10,16:48:13,7949
58,14,6176840,15:57:02,00:51:12,16:48:14,2901
29,82,5577370,16:20:09,00:28:06,16:48:15,4979
66,143,4979870,16:36:20,00:12:00,16:48:20,4124
107,183,5614190,16:37:03,00:11:29,16:48:32,1444
85,70,5354890,16:29:39,00:20:20,16:49:59,5718
146,49,5479620,15:40:28,01:09:51,16:50:19,7538
190,9,5632370,16:11:13,00:39:11,16:50:24,5845
125,66,5119190,16:26:52,00:24:24,16:51:16,6994
115,1,5597870,16:21:12,00:30:53,16:52:05,4601
171,150,6187460,15:16:24,01:35:57,16:52:21,2873
174,126,6037820,16:16:13,00:36:48,16:53:01,3390
5,156,5633180,16:44:55,00:09:00,16:53:55,1331
47,68,6682510,15:57:16,00:57:02,16:54:18,7318
89,17,5043460,16:30:53,00:23:34,16:54:27,7865
167,134,5581460,16:32:24,00:22:09,16:54:33,7983
199,120,5077210,16:34:33,00:20:12,16:54:45,6886
8,83,6462750,16:05:28,00:49:40,16:55:08,8784
31,14,6176840,16:28:35,00:27:08,16:55:43,7017
66,136,4979870,16:30:03,00:26:22,16:56:25,1127
131,88,6152670,16:17:20,00:39:16,16:56:36,7416
126,6,5581460,16:30:03,00:27:47,16:57:50,7143
116,14,5255420,16:01:23,00:56:36,16:57:59,4708
13,11,5735990,15:29:37,01:29:21,16:58:58,4903
49,49,5479620,16:38:36,00:20:52,16:59:28,4892
80,178,4661990,16:39:04,00:20:49,16:59:53,2923
45,88,6152670,16:36:25,00:23:29,16:59:54,7573
9,58,5211030,16:07:26,00:52:45,17:00:11,3633
33,168,5601200,16:35:40,00:25:19,17:00:59,4699
129,49,5479620,16:34:25,00:26:39,17:01:04,5438
55,24,5470490,16:14:51,00:46:14,17:01:05,6692
78,88,6152670,16:11:48,00:49:27,17:01:15,8641
171,1,6187460,16:37:07,00:24:48,17:01:55,7717
101,161,5745010,16:44:09,00:17:50,17:01:59,1798
47,112,5537860,16:18:12,00:43:50,17:02:02,8094
131,88,6152670,16:07:18,00:55:04,17:02:22,1593
72,147,5385110,16:52:55,00:09:30,17:02:25,2036
84,33,1494910,15:16:00,01:46:29,17:02:29,7708
197,188,5003530,16:37:55,00:24:50,17:02:45,1069
144,144,5597870,16:57:16,00:06:10,17:03:26,2816
185,49,5479620,16:29:31,00:34:16,17:03:47,4649
39,98,3124960,16:08:05,00:56:32,17:04:37,1562
72,147,5385110,16:53:48,00:11:02,17:04:50,3970
46,147,5385110,16:55:52,00:09:07,17:04:59,8109
56,56,5901700,16:59:33,00:05:44,17:05:17,8587
103,170,5255420,15:11:19,01:54:14,17:05:33,1068
177,177,5952190,15:56:39,01:09:26,17:06:05,1559
166,116,2990120,16:02:28,01:03:52,17:06:20,4532
96,110,4687130,14:23:17,02:43:25,17:06:42,2762
163,181,4306090,16:51:04,00:15:49,17:06:53,7971
166,144,2705610,16:47:28,00:19:44,17:07:12,5093
72,147,5385110,16:58:08,00:09:08,17:07:16,5942
33,116,6227110,16:31:05,00:36:13,17:07:18,1119
158,161,5745010,16:49:06,00:18:52,17:07:58,3107
188,120,4642030,16:47:45,00:20:15,17:08:00,6011
72,148,5385110,16:57:30,00:10:32,17:08:02,4312
42,126,5518610,16:29:45,00:38:51,17:08:36,7131
88,93,5350780,16:53:54,00:15:05,17:08:59,7769
131,118,6152670,16:18:24,00:50:47,17:09:11,8896
72,147,5385110,16:56:13,00:13:06,17:09:19,7817
148,147,6462750,16:12:58,00:56:31,17:09:29,5616
72,147,5385110,17:01:29,00:08:09,17:09:38,4636
173,6,5876170,16:56:38,00:14:05,17:10:43,2786
25,143,5812600,17:00:08,00:10:47,17:10:55,6937
75,75,5350780,16:32:20,00:38:47,17:11:07,4480
117,117,5385110,17:05:55,00:06:32,17:12:27,1163
187,96,4979870,16:52:07,00:22:26,17:14:33,5391
14,65,5993630,17:07:00,00:07:43,17:14:43,7533
44,44,5588080,16:00:00,01:14:57,17:14:57,4925
33,166,5145690,17:06:54,00:09:07,17:16:01,7894
111,111,6035300,16:24:04,00:52:10,17:16:14,2216
82,49,5901700,17:05:51,00:10:25,17:16:16,3456
167,29,5534270,17:04:27,00:11:55,17:16:22,5862
29,29,6015750,16:53:08,00:23:23,17:16:31,6364
150,150,4992070,17:09:45,00:06:59,17:16:44,4366
72,147,5385110,17:06:48,00:11:39,17:18:27,5108
88,151,5350780,16:29:44,00:48:49,17:18:33,5835
112,112,5537860,14:52:48,02:26:10,17:18:58,7433
157,195,5054910,16:45:35,00:33:26,17:19:01,5539
102,82,5932870,16:40:01,00:39:17,17:19:18,7936
96,66,4979870,14:55:09,02:25:16,17:20:25,3968
125,190,5119190,17:08:55,00:11:41,17:20:36,5291
110,110,4979870,16:42:41,00:38:07,17:20:48,3958
1,16,6037820,16:45:43,00:35:18,17:21:01,3846
46,148,5385110,17:06:02,00:15:06,17:21:08,3056
46,173,5385110,17:02:32,00:18:36,17:21:08,2489
145,145,5662530,15:45:29,01:35:44,17:21:13,1295
178,86,5077210,17:04:00,00:17:34,17:21:34,8015
183,199,5614190,17:05:44,00:15:57,17:21:41,4533
166,131,5145690,17:08:36,00:13:15,17:21:51,4636
66,110,4979870,16:59:07,00:22:54,17:22:01,8727
9,115,5211030,16:30:58,00:51:32,17:22:30,5703
25,143,5812600,17:10:44,00:12:03,17:22:47,5504
199,120,5077210,17:12:28,00:10:41,17:23:09,8175
167,120,5597870,17:02:39,00:20:37,17:23:16,4532
88,16,6037820,17:09:56,00:14:00,17:23:56,6080
116,166,5127680,16:44:52,00:39:08,17:24:00,7566
53,83,6462750,16:31:26,00:53:07,17:24:33,7666
5,171,6176840,14:51:28,02:33:09,17:24:37,1000
148,61,5698270,17:01:50,00:23:54,17:25:44,4357
33,19,6227110,17:10:11,00:15:58,17:26:09,1447
117,147,5385110,17:19:08,00:07:29,17:26:37,8379
59,160,6029990,17:01:14,00:25:28,17:26:42,4649
123,82,6286710,17:11:48,00:14:55,17:26:43,8228
33,88,6152670,17:11:29,00:16:01,17:27:30,6956
125,125,5119190,17:07:56,00:19:42,17:27:38,3745
119,174,6037820,17:13:38,00:15:06,17:28:44,4384
5,165,3395300,16:53:03,00:36:06,17:29:09,4091
144,187,4979870,17:00:26,00:29:00,17:29:26,5606
29,29,6015750,15:32:15,01:57:37,17:29:52,7899
12,33,6227110,17:21:28,00:09:26,17:30:54,6290
166,9,5211030,17:12:10,00:18:54,17:31:04,1382
39,172,5581460,17:09:27,00:21:42,17:31:09,3390
52,113,5812600,17:12:13,00:19:11,17:31:24,7127
107,183,5614190,17:16:24,00:15:29,17:31:53,7840
134,75,5597870,17:12:52,00:19:35,17:32:27,4373
33,168,5601200,17:09:35,00:22:53,17:32:28,5384
69,69,3395300,17:26:06,00:06:33,17:32:39,5948
1,103,3450770,16:57:20,00:35:45,17:33:05,7523
99,181,4306090,17:13:19,00:19:46,17:33:05,1838
152,152,3124960,17:16:39,00:16:47,17:33:26,7343
56,33,6227110,17:05:56,00:27:31,17:33:27,3455
87,187,5735990,17:02:25,00:31:06,17:33:31,7157
120,120,5077210,16:43:17,00:50:14,17:33:31,2257
136,187,2545670,17:13:24,00:20:21,17:33:45,7513
33,154,4687130,15:56:42,01:37:41,17:34:23,3522
187,66,4979870,17:01:36,00:33:02,17:34:38,2183
134,88,5597870,17:26:35,00:08:17,17:34:52,3183
95,187,5735990,17:10:24,00:24:34,17:34:58,6124
88,75,5350780,16:22:04,01:13:10,17:35:14,4246
5,177,5242600,16:36:15,00:59:09,17:35:24,1444
146,146,5479620,16:58:49,00:38:02,17:36:51,8028
27,141,5614190,17:30:18,00:07:24,17:37:42,5469
113,82,6286710,17:20:05,00:18:41,17:38:46,7377
56,82,5901700,17:24:52,00:14:03,17:38:55,7409
179,126,5523410,17:26:14,00:12:58,17:39:12,6887
199,120,5077210,17:19:52,00:19:22,17:39:14,2483
183,21,5204590,16:56:25,00:43:27,17:39:52,5031
66,197,6029990,17:12:02,00:28:07,17:40:09,1193
